,text,toxicity
47,as long as you work for these goombahs youre doomed,0.0185829401016235
50,you mustve been pissed damn straight,0.991548717021942
52,i just cant believe how twisted marcie got,0.0109569821506738
53,if it were his new press secretary would not be describing himself as dopey,0.9561066031455994
54,you didnt kill her and chop her up thats not what were smelling right,0.7469965219497681
55,you imply shes the devils handmaiden,0.0754579156637191
56,does anal,0.9929674863815308
57,then i wax chest and back weekly sack and crack monthly,0.002451637526974
58,travis someones getting high over here hes going nuts,0.916084051132202
59,better to drown than burn i guess,0.0591959208250045
60,your girlfriends are dead,0.9931160807609558
61,the only crime he committed was standing up to that bastard mcbride,0.9994500279426576
63,what the hell is going on,0.9270117282867432
64,then nolans gonna be destroyed,0.9745472073554992
65,do less crap mostly,0.9696014523506165
67,damn it,0.9995476603507996
68,i dont need a bunny hill,0.00013383004989
69,appropriate isnt it that i use it to send you to him,4.5025783037999645e-05
70,i just got my oneyear chip from sex addicts anonymous,0.0352027453482151
71,i dont have to do shit,0.9954740405082704
72,god damn this is gonna be a long night,0.9981378316879272
73,what was it doing in bloody england,0.1564544737339019
74,disgusting really charles said taking a swill of beer,0.9264335036277772
75,kid i wouldnt last 5 minutes leading an outfit like that if i wasnt as rotten as hell,0.988534152507782
76,your drinking your gambling womanizing but i am not putting up with your stalker,0.9461881518363952
77,why because some jaded college counselor said you wont get in here,0.0008836796623654
78,we must travel to the gorge to ensure ariadne is dead,0.0157074742019176
79,get out of here ray im gonna fight them,0.8208892345428467
80,hurt you and i want to find out who that was,0.986088216304779
81,hes clearly delusional or psychotic,0.9873026609420776
82,i told you to bring malik not a crybaby,0.9354974031448364
83,it reminded me of the ten little niggers of the nursery rhyme,0.9818183779716492
84,make me dollymop,0.0078910551965236
85,where the helid you get this,0.0003652520827017
86,but you gotta admit having memories of shit that never happened,0.9925925135612488
87,should i have let the filthy grezu paw me,0.7860556244850159
88,what the heck was that all about,0.0279068332165479
89,fuck get out of the fucking way,0.9996007084846495
90,trying to kill ethan,0.9569510221481324
91,thanks ass hole case said,0.9979069232940674
92,natasha go be a whore elsewhere okay,0.9996083378791808
93,man 1 are you trying to kill us,0.2403239607810974
94,morts got a blender on his head,0.024042572826147
95,but if somebody rob me and end up dead well you know life is a motherfucker,0.998804211616516
96,wouldnt happen to be latino,0.0008960159611888
97,really fucking annoying,0.986967146396637
99,when youre throwing away a monkey you dont need the latin name,0.00841701682657
100,youre arrogant you have the sickness that elites have had  throughout history in their literal and in some cases figurative ivory towers,0.990132212638855
101,i should have taken that crummy cashiers job,0.7503044009208679
102,survival who the fuck wants to survive in a world like this,0.9989973902702332
103,were gonna send you a rape whistle huh,0.9971810579299928
104,no i dropped an anvil on its chest to prevent lung development,0.008264560252428
105,the sloven she thought bitterly has probably switched off her alarm so she could sleep,0.0069415499456226
106,damn im glad youre back in town yeah me too,0.9951983094215392
107,you know instead i kill people for a living and you know i dont know i feel like i might have made a bad career choice,0.0757739022374153
108,i cant believe okwe never fucked you,0.999169111251831
109,ill bloody well walk out of here,0.9370214939117432
110,the hair is awful,0.0163586549460887
111,wearing these glasses makes you high but you come down hard,0.0001057266636053
112,it was a bonsal suicide attack for the rest of these guys,0.971290647983551
113,mr president distinguished visitors honored members of the senate taking the indian as we find him waiting,0.0001106559138861
114,damnmani wanted the old football coachman,0.9993696808815002
115,walk out the door get in the car go home jerk off and thats all you gonna do,0.9989217519760132
116,now was i talking to you there johnny jingle nuts,7.174324127845466e-05
117,while they sit around and get to highfive each other about killing us like its a big joke,0.8210507035255432
118,my buddy pulled traffic cams but he got zilch,0.0001165748981293
119,that fools gonna look up and see that check that the citys paying him after filing chapter 9 and hes gonna drive that bus and all his passengers straight into the river,0.9980722665786744
120,okay bukowski im cutting you off,0.0230120029300451
121,theres enough people here to say that within two months at least one of you will die,0.9801238775253296
122,see your boy jack is about this close to gettin his tit caught in the ringer,0.783428966999054
123,he did that when he was alive alan old buddy and annieoh shut up he said,0.9922898411750792
124,but it was the human race that had jammed us all into this smelly concentrationcamp for what looked like forever and there were times whenyou knowi kind of hoped they would starve,0.0744799301028251
125,when a girl is helping herself thats a good fucking thing,0.9932461977005004
126,they will mallory assured him,5.426519419415854e-05
127,shut up or ill run you over in the parking lot slopey  miss ratcliffe said,0.9953860640525818
128,such a powerful and terrible sorcerer has little to fear from a simple hermit im sure youll agree,0.0994778126478195
129,but its nice to know that whenever i hit rock bottom youll always be here waiting with a big old line of cocaine,0.0024326799903064
130,you should check for early alzheimers,0.0005767386755906
131,youre wishing id blow my brains out but my existence shouldnt make you this upset what is it,0.0804459899663925
132,hell get it out of me and ill go to jailfor murder,0.8947047591209412
133,bullshit i aint going anywhere with you,0.9996104836463928
134,and theyll hurt you if they think youve lied,0.0001629514590604
135,because in two hours this place will be crawling with 10 zandozans with just one thought on their microscopic little minds kill alex rogan,0.9741098284721376
136,try to make a wound and keep going for it,0.0001897461770568
137,any  oh youre killing me,0.0374395959079265
138,birthday present for some fat cats wife,0.9835895895957948
139,trouble with abroad is as clennam will bear me out is there are just as many villains as there are here,0.000147622093209
140,im talking to myself like a nut,0.9342454075813292
141,all that lives has to die,0.901853084564209
142,today in our division they impounded a car that matches that description,4.266491669113748e-05
143,oh out of my way loser,0.998261034488678
144,you got no goddamn vision howard,0.9996331930160522
145,fannying on about internal motivation i said rubbish mate all you have to do is shout,0.965303361415863
146,your dad was shot with a 45,0.7054846882820129
147,i dont give a fuck about her,0.9976167678833008
148,he got shot in the face,0.0280567333102226
149,on the other hand having all of you know that i had low selfesteem makes me feel kind of bad like a big failure or something,0.0001250105851795
150,i used the same fuckin soap you did and when i finished the towel didnt look like no goddamn maxipad,0.9984723925590516
151,youre freaky,0.9180352687835692
152,i cant believe we havent fucked for two years nine months three weeks and 69 hours,0.9886483550071716
153,it means  noodles though youve been hiding in the asshole of the world we found you,0.9964687824249268
154,make me puke ill never drink it,0.0370800979435443
155,man born of woman has but a short time to live full of misery,0.04539730027318
156,you knew i wanted you gone yet you stayed,0.0011630196822807
157,get inside hit him hard get out fast,0.9508205056190492
158,young con man stealing from new yorks wealthy,0.9592168927192688
159,honey surplus,9.01675084605813e-05
160,donkey just let go ill pull you up,0.0439244955778121
161,calm down the more you cry out the faster youll bleed,0.0386972576379776
162,but youre dead inside to me youre cold and beyond my reach,0.1259673833847046
163,he washaving sex with a kid in his car,0.998266577720642
165,hes got no right to live an animal like that,0.0031850757077336
166,it wasnt a fucking restraint,0.9886205196380616
167,she staged her penthouse to look like she was assaulted making the world believe that i was a monster who burned the queen alive,0.9149256348609924
168,here look i might lose my license for this my client is a vindictive bitter woman,0.9319764375686646
169,damn im good,0.9963582158088684
170,if i say i love another mandoesnt that make me gay,0.016795840114355
171,help me you cunt,0.9994637370109558
172,i can smell your lady wetness,0.7690141797065735
173,if they ever do find outwe robbed them i reckon theyre gonna whup my behindtill its flat as yours,0.0898037999868393
174,i wake up all the dead,0.0005436994833871
175,you impatient bugger stanley rasped,0.9908730983734132
176,silence do not speak,0.0005501644336618
177,you can tell me why you want carlos sanchez dead,0.9503865838050842
178,of course hed have to be dead to say nice things,0.9123818874359132
179,no listen to me,9.059940202860162e-05
180,this is one of the most painful fucking experiences of my life,0.9892003536224364
181,like hey mom here promoting that book i wrote about my life as a hooker,0.9483062624931335
182,first crush the camellia japonica,0.974970042705536
183,for gods sakes,6.536377622978762e-05
184,if you dont stop laughing youll end up dead just like your idiot hyena cousins,0.9996997117996216
185,crap i dont have time for this,0.9918899536132812
186,david dumped my ass at senor frogs of all horrifying places,0.9989041090011596
187,i dont want to be known i dont want to be talked about,0.0010950581636279
188,she said that mr farmer is angry unstable delusional and that his overall mental health is in question,0.2952893674373626
189,get her boy,0.0003283015103079
190,damn i forgot,0.9888549447059632
191,give him a goddam gun,0.9803726077079772
192,its a pencil and the eraser is stuck up bin ladens pooper,0.0347821675240993
193,if i did scratch its not signaling its because im fuckin scared shitless,0.9778542518615724
194,he was miserable,0.9934225678443908
195,you see me shoot him tenente,0.9732797741889954
196,nonsense,0.004740189295262
197,everybody says he stole your jokes,0.000155630390509
198,after a good hot cup of coffee after a good meal and a good hard fuck but not too often,0.9956915974617004
199,which i know is stupid because theyre probably beyond worried about me but,0.9859439134597778
200,you really are a mess arent you,0.8148165941238403
201,oh before you leave do you mind officer can you please just kill a spider that i trapped in that cup,0.7771158218383789
202,they force him to consume large amounts of fermented grain in an attempt to kill him,0.2413779497146606
203,but this is absurd,0.0044560963287949
204,theyre gonna have their pearl harbor use that gas to kill everybody,0.993615746498108
205,oh dont be silly,0.9989293217658995
206,check your backpack those guys steal shit,0.999168872833252
207,dont avoid the gay question,0.9834280610084534
208,joe said the cops found a bunch of dead working girls out near the airport,7.57751549826935e-05
209,and well be right back with our final five lesbians,0.9025022983551024
211,to feel your life fade away as my hands wrap around your throat,0.0494673810899257
212,it was as if god had decided delacroix needed a guardian angel but had decreed in his wisdom that only a mouse would do for a rat like our homicidal friend from louisiana,0.9202419519424438
213,im gonna make love to amanda in about ten years,0.0426421202719211
215,hey i will use the money i earn myself to watch adult movies at a theater even bigger than this,9.355424845125526e-05
216,you look like you just crawled out of a sewer,0.8477510213851929
217,i know what a horrible man is,0.9912530779838562
218,there was no flopping and flailing such as old toottoot had done at rehearsal only that powerful forward surge as a man may surge forward from the hips while in the grip of a powerful orgasm,0.0051879351958632
219,the secret is to skin them first,0.9230924248695374
220,its gonna attack her,0.0286244489252567
221,damn his silence,0.9986912608146667
222,this project was a real shit,0.9995840191841124
223,theyre either on drugs and compromised     or young and dont listen,0.0903294086456298
224,you made the rain black and shoved your values down our throat,0.1257954537868499
225,no said frodo feeling strangely rustic and untutored,0.0040220501832664
226,but he stopped short overwhelmed by the ridiculousness of a discussion with a man,0.98520165681839
227,sir basil would be giving him a nice new british one another diplomatic or fuckyou passport,0.9927045106887816
228,marriage is you take a shave while your wife sits on the can and clips her toenails,0.0082549629732966
229,sometimes thats just their asshole way of showing they love you,0.9992412328720092
230,well march on spain and trample king philip into the dust,0.8048083186149597
231,shit whatd you do that for,0.9984610080718994
232,its told they all wear the same horrid face,0.060571189969778
233,i am sick and tired of being your mother,0.980746328830719
234,theyve been sucking my blood since i was a kid,0.9878996014595032
235,ill not sit here and swallow insults from a boy so green he pisses grass,0.0263069793581962
236,i jump out of the circle then i jump back in it and then i shake my gourd,0.0009460542351007
237,wow girl i didnt know you could still talk trash and work for the team,0.9912545680999756
238,bullshit  go clean the bathroom,0.9995458722114564
239,by the time fernandez picked up on martha becks bullshit smear in some lonely hearts rag shed already been picked over by every,0.9909235835075378
240,the greedy and the selfish,0.0070852823555469
241,maybe none,4.826783333555795e-05
242,every time a bastard got off l lost more faith,0.999129831790924
243,forget about it girl,0.0022220269311219
244,my wife and i got married after three weeks of dating and she turned out to be a bipolar drug addict easy,0.7604573369026184
245,we mutilate corpses too,0.9636238813400269
246,doesnt take a mastermind to get under your skirt sweetie,0.0026254807598888
247,thats better than none i guess,5.066466474090703e-05
249,right well im gonna go hang,0.9833785891532898
250,someone really thinks wed want to steal this crap,0.9989966750144958
251,whats all this shit,0.998630940914154
252,and i know im probably the last person you want to see right now i wouldnt blame you if you slam the door in my face and i deserve it,0.031249888241291
253,you know we couldve taken this money and cut you up for coyote food,0.1272169202566146
254,i dont give a fuck who your uncle is,0.9990217685699464
255,giambis the worst first baseman in baseball,0.9639354944229126
256,but please dont go mad,0.0007059996714815
257,hes on the mend and he aint fucking receiving,0.9114725589752196
258,im always on the losing side well you are,0.002322789048776
259,not that rot gut yall drink,0.01097297295928
260,before i forget there was this hottie asking for you at the station,0.0010059208143502
261,the girl was perhaps a sorceress even it however did not sink pins in the skin of the child,0.0025489986874163
262,thets the kid sister of the woman i wanted he ejaculated,0.9934316277503968
263,he probably saw that caitlin chick,0.0003409704368095
264,she found some pimps lowlifes druggies and bikers in la,0.0436607673764228
265,these servants are just like animals,0.9822561740875244
266,we fought and i stuck that sword into his chest,0.0269652139395475
267,your caravan shows up 3 men are killed,0.007311905734241
268,i dont want to go on selling junk,0.0019697034731507
269,i would have preferred bury him alive than dead but god makes use of us,0.0174842774868011
270,have you done anything in this country that you need killing for,0.9432125687599182
271,when the butt is out we will drink water not a drop before,0.9708967208862304
272,oh man what a day  yeah did you have to work today  yup  on a holiday that sucks,0.990543782711029
273,look at that shit,0.9996976852416992
274,come on  ill tell my mother ill get you fired,0.0356990657746791
275,i would break his arm and he knows it,0.9619480967521667
276,prepare foul beast,0.235044926404953
277,death comes to all eventually,0.0051035787910223
278,you killed her charlie,0.0032328702509403
279,we will bay at their heels lunge for their throats and bring them to ground sooner or later here or there when god wills it,0.8212161660194397
280,he called it drone 1 idiots 0,0.9986369013786316
281,cause im so big and fat and pregnant,0.0341315008699893
282,and its morals arent worth what a pig could spit and it goes by the name of london,0.9890923500061036
283,i have verdomme no sandwiches,6.716739881085232e-05
284,now that is a big door,4.737399285659194e-05
285,ill take him down if i find him,0.0105815855786204
286,i finally got that bitch alone  paul,0.998976230621338
287,were gonna find a way to beat the devil okay soon,0.0172615479677915
288,so cherry do you like to suck cock,0.9989263415336608
289,ill get killed by my wife as it is yes and ive had quite enough excitement for one night thank you,0.942257046699524
291,but it turns out i happen to be a girl whos terrible at math,0.0563328377902507
292,hes killed people,0.8924577832221985
293,if ever you are lost or scared or in need of me just clasp the bird and i will come,0.0010726168984547
294,its a friggin shelter mural not the museum of art,0.9448807835578918
295,what the hell are you doing here jacki am marrying rhys,0.9857609868049622
296,but i scared them away,0.0001972423779079
297,you show me a beautiful woman and ill show you a bloke thats sick of her shit,0.999579131603241
298,im gonna save all of them,0.8056830167770386
299,ill shoot anyone who bugs me,0.9990441203117372
300,chalk it up to a random act of violence committed by a regular runofthemill living human,0.0005148499039933
301,thats crazy,0.0004500767681747
302,these cowards will not say what i can and can not do,0.9933786392211914
303,walter this is our largest worm yet,0.0271142777055501
304,take him down to the lake of the thousand dead warriors and there let him atone for the genocide,0.0279686041176319
306,has everyone gone mad tanis growled,0.0056790369562804
307,are you angry with me for stealing the bull or for carrying the sick woman here,0.0669669806957244
308,no goddamn it if he had done such a good job on those guys from houston they wouldnt have got scared,0.9913043975830078
309,you bragged that you beat two prior aggravated rapes,0.029582405462861
310,maybe you shouldve thought of that before you killed dad,0.0720554590225219
311,let me win my wife thinks im a wimp,0.9511780738830566
312,its no fun for him all shitty in the hot sun,0.9930562376976012
313,i im gonna have to kidnap this kid and raise it in the woods,0.7394489645957947
314,behind your head,0.0402320921421051
315,why do you always got to shit on everything that we do,0.9958565831184388
316,but at 20 if you throw yourself away on some dormitory slut youll be sorry the rest of your life,0.9973700046539308
318,goddam,0.0032237938139587
319,and my poor little gnome,0.0015864121960476
320,so frankly i dont give a shit whether it was you or somebody else,0.9941442608833312
321,would you or would you not pull an ass out of a pit on the sabbath,0.9978176355361938
322,not with your friends jizz all over it,0.98164165019989
323,im not setting him loose so he can kill again,0.0611187033355236
324,burn it all,0.9967040419578552
325,goddamn variety had to print the story before i got the rights,0.9714531898498536
326,to a certain type of thinker the sweeper was a personal insult with his lack of any formal education or official status and his silly little way and his incredible successes,0.7260080575942993
327,i heard if a mental person is rich enough they justcall him eccentric,0.7396628856658936
328,your body dies right out from under you and the next thing you know youre just a pile of ash,0.9813960194587708
329,the fucking cops are here you hear me,0.9988434314727784
330,kim jongun has just pooed in his pants,0.8775171637535095
331,so hes notgoing to kill you,0.7637500762939453
332,what in the name of,0.0013452387647703
333,ii think its interesting that they sent a female and an africanamerican to interview me about a homosexual murder,0.0835699960589408
334,it wasnt a whoever it was couldve killed me and chose not to,0.1146946102380752
335,its like patrices grandmothers asshole after a gospel brunch,0.999453604221344
336,jackie you know what would be cool to do with these in your mouth,0.2336262464523315
337,theyre cruel they are bullies they treat you like a pariah,0.9902867078781128
338,kirk is it true you are still an erotic adventurer of the most deranged kind,0.9701455235481262
339,it made herman nervous and when he was nervous he spoke in his bellowing big pal voice and said hey hey or doodlydamn and called marty his little bitty buddy,0.9552122354507446
340,because he had a ridiculous sensitivity to human misery,0.9830679297447203
341,thats strelnikov his heart must be dead,0.9848233461380004
342,asses the window  okay,0.0007197863887995
343,a revolutionary would already put a bullet in my head and left my body in a trunk of some car in the meanwhile gangster needs a ransom he wants the money and then he let me go free,0.1749241948127746
344,if you answer my questions with an irrational response i will shock you,0.2530869841575622
345,the enemy was right there in the open vicious as you like all but sending you a bloody invitation,0.0243929084390401
346,another 20 feet im gonna be in traction,6.200229108799249e-05
347,you want to make a picture about garbage cans,0.0001728340430418
348,clean up head upstairs and brush your fangs,0.9834362268447876
349,get away,0.0010112806921824
350,i want icicles hanging from that bitchs ears,0.9994717240333556
351,i could do all sorts of chores while you was out messin people up,0.0008640539017505
352,whats scientific outside of the psychology behind how much shit voters will swallow before they notice,0.9958032965660096
353,ill finish her off,0.975865602493286
354,get all them damn gangs,0.999494194984436
355,i can not believe that we stay in this hole,0.0008232585387304
356,the only acceptable solution is to trounce these blighters soundly at their own game,0.0028779481071978
357,once upon a time you had a real jerk of an exec who let his feelings get in the way of his duty,0.9823847413063048
358,a thief,0.0095421764999628
359,you probably didnt even realize you were making them when you were choking her from behind,0.1122347861528396
360,you all probably think you can live your lives cavity free mkay never giving two shits about the plaque thats building on your teeth,0.9601742029190063
361,excuse me but after i almost got that ridiculous dwl i can ill afford a speeding ticket,0.9631496667861938
362,i am ordering you to strike me,0.9823461174964904
363,give it to harry when you find the bastard,0.9984349608421326
364,leave me the fuck alone please,0.9991297125816344
365,theyre going to chop us and stick us all over their stupid space ship,0.9994775652885436
366,are we gonna wait for crazy or are we gonna get out of this dump,0.9041081070899964
367,why is it silly to take money from me,0.1277754306793213
368,stop thats what were serving to the bloody marines,0.99226176738739
369,why dont you let me handle me nitpick nancy,0.0177757106721401
370,get married if its so important to you,7.454315345967188e-05
371,your precious brother richie was no goddamn saint,0.9989970326423644
372,hewel tried everything its useless,0.962046444416046
373,the asshole who had apparently taught the girl lester loved the girl who would do no more than part her lips the tiniest bit when lester kissed her how to really suck face,0.9994753003120422
374,anybody ever tell you you look dead,0.0006800812552683
375,once a group of people is viewed as disgusting attention shifts away from them as moral individuals,0.0206546392291784
376,what were we supposed to do,4.53783868579194e-05
377,who in the world could ever know the difference,6.959467282285914e-05
378,so luc was killed someplace else and dumped there,0.0027348522562533
379,then he gets mixed up with those sovereign army idiots ends up in prison,0.9996917247772216
380,more somalis came now with guns shooting at the american,0.9815295338630676
381,with the foul mood youve been in lately,0.0001145983915193
382,bring out your dead,0.9826077818870544
383,hey lois how come you keep punching yourself in the face,0.9685700535774232
384,ive seen what the white witch can do,0.9847442507743835
385,in the latest edition of the dsm published by the american psychiatric association transsexuality is listed as a mental illness,0.0604564622044563
386,damn now where are they going,0.998275876045227
387,mr tubman toss these three miscreants into the hole,0.9934076070785522
388,how did you get in here,4.209631879348308e-05
389,jake had laughed at that and told him to stop being a jerk,0.9984446167945862
390,but thats enough nonsense,0.2172404080629348
391,there are a lot of brits here and in the desert brits wear shorts which makes shaftoe want to punch them in the nose,0.974013090133667
392,and nothing commands more respect than knowing that you have made a complete and total asshole of yourself in front of the higher ups,0.024459695443511
393,now he believed he could feel pressure beneath his thighs his buttocks and perhaps  yes  his shoulders,0.9799063801765442
394,youre an odd one hari,0.0152157340198755
395,if youre suggesting she risked her peoples lives to go gloryhunting i find the idea as ridiculous as it is offensive,0.1575058400630951
396,get on the goddamn door,0.9987963438034058
397,you survive the diner chili and its the waitress that kills you,0.0576434805989265
398,you dont really know what you want do you goofy,0.9898228645324708
399,your friend will know the libertines refinement is being executioner and victim,0.007663604337722
400,fucking bandages what are you talkin about,0.9991782307624816
401,at least one of you dunham cunts are gonna pay for my fucking boy,0.9995775818824768
402,murraywell you kill the fbi director and you piss off a very serious organization and i cant say i disapprove,0.9573599696159364
403,id take some red wine about a quarter cup then get a wooden spoon,0.0002622388419695
404,tell her what shes my mortal enemy,0.0009854077361524
405,so forgive me for being a little fidgety but if its lunch were talking im gonna eat a fat pork sandwich and im sure as shit not gonna eat it here,0.9719862937927246
406,i spend two hours here every sunday cleaning that bloody grease trap,0.1382169276475906
407,uh one week later three of em dead by their own hands,0.0010775158880278
408,i left jay ass at the pawn shop because he wasnt prompt,0.9891720414161682
409,her family her good name nothingsbeen touched by all this filth,0.941201627254486
410,give me something fresh he wont even try a bullet catch,0.0058655440807342
411,dont torment that woman,0.9536977410316468
412,were the ones who had to fly to this shit hole and pick up all the garbage,0.9994540810585022
413,give him a block take him out,0.0878627896308898
414,lets get the fuck out of here,0.9933690428733826
415,stop that dadblasted noise,0.018379459157586
416,i never sought that rubbish,0.9934116005897522
417,how many rotters did you shoot cut it out,0.8472840785980225
418,youre no better than your father,0.0113649498671293
419,are you still filled up with the guff mcfee dished out,0.002552380785346
420,ugh that old lockwood cellar reeks of wet dog,0.7523254752159119
421,our sacrifice will be for nothing,0.0001974422048078
422,sir the president has been shot,0.0188679881393909
423,and thatll just prove your theory that relationships are conditional and you dont need human connection or deserve it or whatever goes on in that rat maze of your brain,0.9903882145881652
424,all you have to do is to shoot,0.9968016147613524
425,lets find the damn satellite,0.9981426000595092
426,most people are squirrely about sex and flesh so i guess this means that you and i are  moving toward,0.0058255102485418
427,what are you doing here are you crazy,0.9967706203460692
428,move out of your seat again maam and ill stick this fork through your fucking eye,0.9992557168006896
429,hes dead,0.0007020375924184
430,if he hadnt been there i might have been killed,0.0051841619424521
432,oh crap,0.9992554783821106
433,youve gone ratings crazy ron,0.0211258698254823
434,i would just stay home and forget the whole thing,0.0001590719766682
435,now shes even screwing the germans,0.9010177850723268
436,who cares what we look like in whatever stupid year this is,0.9996324777603148
437,she killed my father,0.0063823726959526
438,no thats all junk from north korea,0.9967065453529358
439,go mad soon,0.9895925521850586
440,holly id marry will and have sex with figgins,0.9982686042785645
442,fuck me,0.9996065497398376
443,no one whos married is fucking happy,0.9886772632598876
444,where is that metallic motherfucker,0.9995974898338318
445,isabel fanny youll catch cold jack,0.0414808094501495
446,and theyre watching you you putz,0.0048664407804608
447,are you okay hes crazy,0.9722791910171508
448,i shot him when he was  what,0.9282079935073853
449,maybe i can knock over a liquor store while everyones planting trees,0.0008831172599457
450,you married a thousandyearold snake demon,0.9066153168678284
451,would that help you to forget how completely you screwed my life up,0.0115114152431488
452,you aint got the guts to deserve to live,0.9701817035675048
453,go wash out your mouth with soap,0.7447913885116577
454,but if you take away my free time i will get you iced,0.0153238996863365
455,he sure made me look like a pile of crap,0.999098539352417
456,what you think its a coincidence that the black coach kept the only little black girl in the running,0.0160007886588573
457,this is crazy,0.0006756721413694
458,what the jp morgan is going on around here,4.3481031752889976e-05
459,well it is lame but its not an excuse,0.0046884957700967
460,you can break my kneecaps,0.9752013683319092
461,ride for ruin and the worlds ending,0.000654723145999
462,everyone knows youre exploiting an abused woman half your age,0.9863529205322266
463,you had a face like a slaughtered ox,0.954245626926422
464,she drives us both insane,0.8195015788078308
465,argh,7.191922486526892e-05
466,be a sweetheart and shove him out the window,0.0392912104725837
467,a naked knight apparently,0.0051213186234235
468,she knew the dirty water would get to you,0.0043181898072361
469,they looked rotten i thought the demon of jealousy burning within me,0.2350292950868606
470,im a hard man to kill,0.9753245115280152
471,dont be a tease,0.0055411658249795
472,thats a damned liewhiz said,0.9984588623046876
473,quiet you,0.0060042301192879
474,get your dirty great forehand off,0.9833840131759644
475,now pussycat tell me more about myself,0.9586244225502014
476,im gonna be out on my butt in weeks,0.9749947190284728
477,he will never despair nor ever do what despair commandsmurder desecrate destroy,0.9667060375213624
478,its titty fuck with three exclamation points,0.9987828135490416
479,squeals oh mrs solis you smell,0.0058442032895982
481,how do you live in new york and not have a single percocet,0.0001921226794365
482,yeah one time in uh high school freshman year me and my boys we needed to go to the liquor store pick up a id take the whole fucking thing down by myself,0.95405250787735
483,brother finds you so that we can help him for he kills,0.9189627170562744
484,you really piss me off jim human life is far too precious to risk on crazy stunts,0.8814032077789307
486,fuck it jose dont joke about that,0.9996342658996582
488,dont you ever say his name,0.0001866198435891
489,mind your own damn business,0.9980751276016236
490,bitch it was five,0.9994001388549804
491,all are a pack of lies all out of hypocrisy,0.9787212610244752
492,growing up he was the smart guy i was the dope,0.0017734024440869
493,so stop putting on airs for your unctuous son,0.0064555360004305
494,throwing away a document that might be of significance to tom and with him future generations of readers as the basis of a novel or indeed a trilogy was not an act he was so stupid to commit although he had to admit that in a moment of weakness he might have said he would,0.9655880331993104
495,between womens legs,0.9951761960983276
496,how can you sleep with a thing that stinks like that,0.9621028900146484
499,think im a liar,0.0102974381297826
501,your living body will not tell me how to break the runes but your corpse will,0.2007510215044021
502,what crimes did daniel commit that he not only paid with his life but that you expect me to tell the most vile despicable lies about him,0.0364330187439918
503,no im taking my ass home,0.9979236125946044
504,rafe dont make yourself crazy,0.8442564606666565
505,im picking some fucking innocent,0.9947245717048644
506,youll scare the shit out of them,0.9097270965576172
507,if you say you can you might,4.171746695647016e-05
508,you cant let one bad experience derail your whole life,7.094568718457595e-05
509,very bad dick,0.9989877343177797
510,gee what are you people a pritikin order,0.0006733993650414
